EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,DaysNotWorked,AverageHoursPerday
2011,1.0,2.0,3.0,33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2,3,3,16,10.216215419501111
2012,4.0,1.0,3.0,42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,Male,4,Research Scientist,Married,60320,0.0,14,0,23.0,2,22,13,7,2,3,21,6.8082384259258335
2013,1.0,2.0,3.0,28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,0,3,3,24,6.2812611345522225
2014,4.0,3.0,3.0,50,Yes,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,0,3,3,27,10.508785612535556
2015,4.0,2.0,3.0,33,No,Travel_Frequently,Sales,9,3,Medical,Female,2,Research Scientist,Married,46490,0.0,12,0,4.0,2,3,0,2,2,3,25,8.008199152542222
2016,3.0,4.0,3.0,34,No,Non-Travel,Sales,1,1,Marketing,Female,2,Research Director,Married,26960,3.0,23,0,6.0,3,0,0,0,3,4,18,7.104967992683889
2017,1.0,4.0,,48,No,Non-Travel,Sales,2,1,Life Sciences,Male,2,Sales Executive,Single,23700,2.0,11,0,27.0,3,5,2,1,3,3,27,6.198536324786111
2018,2.0,3.0,3.0,45,No,Non-Travel,Research & Development,1,3,Medical,Female,2,Human Resources,Married,125040,1.0,12,1,15.0,2,15,4,12,3,3,22,6.020285913528333
2019,2.0,2.0,3.0,52,No,Travel_Rarely,Sales,1,3,Life Sciences,Male,1,Sales Executive,Single,59740,7.0,18,1,18.0,6,8,4,0,3,3,32,8.013191411935834
2020,3.0,3.0,3.0,38,No,Travel_Rarely,Research & Development,6,2,Medical,Male,1,Research Scientist,Divorced,47360,0.0,11,1,9.0,3,8,2,7,2,3,22,10.692461645746112
2021,3.0,4.0,3.0,29,No,Travel_Rarely,Research & Development,8,3,Medical,Female,4,Research Scientist,Divorced,52960,4.0,14,0,11.0,3,7,1,7,4,3,19,6.314566115702223
2022,4.0,2.0,2.0,28,No,Travel_Rarely,Human Resources,1,3,Human Resources,Female,4,Laboratory Technician,Divorced,67810,0.0,15,1,10.0,2,9,1,7,3,3,29,6.909151101532499
2023,1.0,3.0,3.0,46,No,Travel_Rarely,Research & Development,6,4,Medical,Male,3,Sales Executive,Married,21740,3.0,11,1,23.0,3,12,4,9,3,3,35,6.393413225171945
2024,4.0,2.0,3.0,38,No,Travel_Rarely,Research & Development,7,4,Medical,Male,1,Sales Executive,Single,66530,7.0,20,1,10.0,2,1,0,0,3,4,30,7.378476430976389
2025,3.0,1.0,3.0,43,No,Travel_Frequently,Research & Development,5,3,Medical,Female,2,Laboratory Technician,Married,96990,8.0,19,1,18.0,3,8,0,1,3,3,19,7.070169880624167
2026,1.0,4.0,3.0,39,Yes,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,5,3,3,32,7.2104051431341665
2027,3.0,3.0,4.0,40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Healthcare Representative,Single,22130,1.0,17,0,21.0,4,20,4,9,3,3,18,6.008475080018056
2028,4.0,2.0,4.0,21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Research Scientist,Single,26100,1.0,11,1,2.0,3,2,2,2,2,3,30,10.507815055315
2029,3.0,2.0,2.0,39,No,Non-Travel,Research & Development,6,3,Life Sciences,Male,1,Laboratory Technician,Single,28510,9.0,15,0,9.0,2,5,0,3,3,3,18,6.212142203932222
2030,1.0,4.0,3.0,36,No,Non-Travel,Research & Development,1,3,Medical,Male,3,Sales Representative,Single,34520,2.0,13,3,18.0,4,11,0,9,4,3,22,7.214043468154166
2031,3.0,4.0,3.0,31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,52580,0.0,14,3,3.0,5,2,2,2,3,3,20,6.611494928538334
2032,1.0,2.0,1.0,28,No,Travel_Rarely,Sales,2,4,Marketing,Male,1,Sales Executive,Married,93550,0.0,11,0,6.0,4,5,0,4,3,3,24,7.515389123300278
2033,4.0,4.0,3.0,35,No,Travel_Frequently,Research & Development,9,2,Other,Female,1,Manufacturing Director,Divorced,104960,1.0,13,1,5.0,2,5,0,2,3,3,34,6.602540381791389
2034,4.0,2.0,3.0,49,No,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,63800,6.0,23,1,22.0,1,9,2,3,2,4,22,7.179248024174723
2035,4.0,3.0,2.0,34,No,Travel_Frequently,Sales,9,1,Technical Degree,Male,2,Sales Executive,Single,26570,2.0,13,1,5.0,3,3,0,2,2,3,19,8.006655188245833
2036,4.0,2.0,2.0,29,No,Travel_Frequently,Research & Development,1,4,Medical,Male,3,Research Scientist,Divorced,27160,0.0,18,0,8.0,2,7,1,1,1,3,21,7.090194444444444
2037,2.0,4.0,3.0,42,No,Travel_Rarely,Sales,21,2,Life Sciences,Female,1,Healthcare Representative,Single,22010,4.0,12,1,16.0,3,1,0,0,4,3,30,7.204965127465
2038,2.0,4.0,2.0,29,No,Travel_Rarely,Sales,4,2,Other,Female,2,Healthcare Representative,Married,65400,1.0,22,0,10.0,2,10,1,2,1,4,22,10.868111343561111
2039,3.0,3.0,4.0,38,No,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Human Resources,Married,38160,1.0,13,2,7.0,2,7,5,0,2,3,30,6.5222174122172225
2040,3.0,3.0,3.0,28,No,Travel_Frequently,Sales,6,4,Life Sciences,Male,1,Manager,Divorced,52530,1.0,15,0,3.0,2,3,0,2,3,3,17,10.723506375227501
2041,3.0,3.0,3.0,18,Yes,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,0,4,3,33,6.990631091617778
2042,1.0,1.0,3.0,33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,3,2,3,15,8.9611517615175
2043,2.0,4.0,3.0,41,No,Travel_Rarely,Research & Development,4,2,Medical,Male,2,Research Scientist,Married,25430,3.0,12,0,6.0,3,1,0,0,3,3,27,8.104184472934444
2044,3.0,3.0,2.0,31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2,4,3,20,7.059042185338612
2045,3.0,4.0,3.0,37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,3,Manufacturing Director,Divorced,166590,7.0,16,1,9.0,2,6,1,3,3,3,15,7.960137759710833
2046,4.0,3.0,3.0,27,No,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Healthcare Representative,Married,42600,1.0,11,2,4.0,2,4,2,2,3,3,30,7.396815776815555
2047,2.0,3.0,2.0,34,No,Travel_Rarely,Sales,1,1,Marketing,Female,2,Laboratory Technician,Married,24760,1.0,19,0,6.0,2,6,1,3,3,3,24,7.093543131739167
2048,3.0,3.0,1.0,35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,3,Laboratory Technician,Single,31020,1.0,13,1,6.0,3,5,1,4,2,3,18,6.788368770004444
2049,4.0,1.0,1.0,29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,10,1,3,18,6.798305898490834
2050,2.0,3.0,2.0,40,No,Travel_Frequently,Research & Development,2,4,Medical,Male,4,Human Resources,Single,75960,9.0,11,0,20.0,0,18,2,13,1,3,23,6.733001867413612
2051,3.0,1.0,2.0,42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,14,1,3,19,8.040693296602223
2052,2.0,1.0,4.0,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,4,Laboratory Technician,Single,30340,7.0,21,1,9.0,3,6,1,5,2,4,30,7.6928691678691665
2053,4.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Healthcare Representative,Married,57150,6.0,24,2,10.0,0,8,1,7,3,4,34,7.069662261380278
2054,4.0,2.0,3.0,24,No,Travel_Rarely,Sales,7,4,Life Sciences,Female,1,Laboratory Technician,Single,25760,8.0,17,3,6.0,3,4,1,2,3,3,33,7.86604288499
2055,3.0,4.0,2.0,28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,0,1,3,30,10.264871332371111
2056,1.0,4.0,3.0,26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Representative,Married,143360,1.0,21,1,8.0,3,8,0,7,3,4,29,7.494103208812222
2057,3.0,3.0,3.0,30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Manufacturing Director,Married,34480,1.0,11,0,10.0,3,10,1,4,3,3,25,7.706898540489444
2058,3.0,4.0,1.0,40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,Male,2,Research Scientist,Married,194060,3.0,20,3,16.0,2,1,0,0,3,4,26,10.537147754136944
2059,3.0,2.0,4.0,35,No,Travel_Rarely,Research & Development,18,5,Medical,Female,2,Research Scientist,Divorced,65380,2.0,16,1,15.0,3,7,6,4,3,3,17,6.8892657103824995
2060,4.0,1.0,3.0,34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,Male,1,Research Director,Single,43060,0.0,11,0,14.0,2,13,4,9,3,3,24,7.550421940928056
2061,4.0,4.0,4.0,35,No,Travel_Frequently,Research & Development,3,3,Medical,Female,2,Laboratory Technician,Married,22580,1.0,11,1,2.0,2,2,2,2,3,3,25,7.9857697740111115
2062,1.0,3.0,2.0,43,Yes,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,3,3,3,21,7.502324074073889
2063,3.0,1.0,3.0,32,No,Non-Travel,Research & Development,11,2,Other,Female,2,Research Scientist,Divorced,44870,1.0,11,0,1.0,5,1,0,0,2,3,22,6.622759181775834
2064,4.0,1.0,3.0,56,No,Travel_Rarely,Research & Development,3,2,Other,Male,2,Healthcare Representative,Divorced,44490,4.0,15,0,28.0,3,5,4,2,1,3,20,6.28131396957111
2065,2.0,4.0,3.0,29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,22180,1.0,24,1,10.0,1,10,0,8,3,4,28,7.507831425846389
2066,3.0,1.0,3.0,19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Laboratory Technician,Single,191970,1.0,12,0,1.0,2,1,0,0,3,3,24,7.278348570088889
2067,1.0,3.0,2.0,45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,2,Sales Representative,Married,132120,4.0,13,0,7.0,4,3,0,2,3,3,27,8.794382716049167
2068,4.0,4.0,2.0,37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,Male,3,Research Scientist,Married,65770,1.0,13,0,14.0,1,14,3,11,1,3,34,6.772597895251944
2069,1.0,3.0,2.0,20,No,Travel_Rarely,Research & Development,6,3,Medical,Male,5,Research Director,Single,83920,1.0,17,0,2.0,5,2,1,2,3,3,21,6.708462962962778
2070,3.0,3.0,3.0,44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2,1,3,18,10.428269318701389
2071,4.0,3.0,3.0,53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,1,Research Director,Divorced,40310,3.0,12,1,26.0,3,7,4,7,2,3,36,5.994680246913333
2072,2.0,4.0,2.0,29,No,Travel_Rarely,Research & Development,23,3,Medical,Male,1,Sales Executive,Married,79690,0.0,14,0,6.0,3,5,1,3,3,3,28,8.899403910348056
2073,3.0,4.0,3.0,22,Yes,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,0,2,4,28,9.891059847400834
2074,3.0,1.0,3.0,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Research Scientist,Married,165550,8.0,14,2,28.0,4,26,15,9,3,3,32,6.031081999029444
2075,4.0,3.0,3.0,44,No,Non-Travel,Research & Development,20,3,Life Sciences,Male,1,Sales Representative,Single,45560,2.0,13,0,6.0,4,0,0,0,3,3,31,6.196875603864722
2076,2.0,3.0,3.0,33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Manager,Married,60910,1.0,15,0,5.0,6,5,1,4,1,3,16,7.840530612244722
2077,1.0,1.0,1.0,41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,0,4,3,21,7.201252314814722
2078,3.0,1.0,3.0,30,No,Travel_Rarely,Sales,20,3,Marketing,Male,3,Sales Executive,Divorced,48100,8.0,18,0,8.0,3,4,0,3,2,3,29,7.487695162835
2079,2.0,2.0,3.0,40,No,Travel_Frequently,Sales,9,3,Medical,Male,1,Manufacturing Director,Married,45230,5.0,16,1,5.0,5,0,0,0,4,3,17,6.765425774134722
2080,4.0,1.0,,50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,Female,2,Healthcare Representative,Married,32020,2.0,24,1,32.0,2,2,2,2,3,4,28,7.2000822603719445
2081,4.0,1.0,3.0,28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,2,Research Scientist,Married,23510,1.0,16,0,6.0,4,6,3,3,3,3,22,7.164030683403055
2082,4.0,2.0,3.0,46,No,Travel_Rarely,Research & Development,8,4,Other,Male,3,Manager,Married,17020,5.0,21,0,25.0,2,4,0,3,3,4,21,7.305633101851667
2083,3.0,1.0,3.0,35,No,Travel_Rarely,Sales,4,4,Marketing,Male,1,Laboratory Technician,Married,180410,3.0,20,1,15.0,3,7,1,7,2,4,17,8.515865209471666
2084,4.0,2.0,1.0,24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,0,3,3,33,6.630590886939444
2085,2.0,3.0,2.0,33,No,Travel_Frequently,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,20970,1.0,14,2,10.0,5,10,0,1,2,3,34,5.950504160548056
2086,3.0,3.0,3.0,36,No,Travel_Rarely,Research & Development,9,2,Medical,Male,2,Sales Executive,Divorced,119350,1.0,11,3,7.0,6,7,1,7,4,3,31,6.629711352656944
2087,3.0,3.0,2.0,30,No,Travel_Rarely,Sales,29,3,Marketing,Male,1,Sales Executive,Divorced,25460,1.0,14,1,10.0,2,10,8,9,3,3,28,5.997364091559167
2088,4.0,4.0,3.0,44,No,Travel_Rarely,Research & Development,3,4,Medical,Male,2,Research Scientist,Single,25640,1.0,12,3,20.0,3,20,13,17,1,3,17,7.625331284152778
2089,3.0,4.0,3.0,20,No,Travel_Rarely,Research & Development,18,4,Medical,Male,1,Human Resources,Single,84120,1.0,13,0,2.0,2,2,2,2,2,3,17,6.315777550090834
2090,4.0,4.0,2.0,46,No,Travel_Rarely,Sales,9,1,Medical,Female,1,Sales Executive,Divorced,141180,2.0,22,0,12.0,3,6,1,4,3,4,21,6.200008101851667
2091,4.0,1.0,4.0,42,No,Non-Travel,Research & Development,5,4,Medical,Male,5,Sales Executive,Married,170460,7.0,11,0,10.0,3,4,0,3,2,3,16,7.506798185940834
2092,2.0,4.0,3.0,60,No,Travel_Rarely,Sales,2,2,Life Sciences,Male,2,Sales Executive,Divorced,25640,0.0,14,1,12.0,3,11,1,9,3,3,21,8.590920138888889
2093,3.0,2.0,3.0,32,No,Travel_Frequently,Sales,10,3,Life Sciences,Female,1,Sales Executive,Married,102660,1.0,11,0,2.0,3,2,2,2,3,3,22,7.303264760576389
2094,4.0,3.0,3.0,32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Research Scientist,Single,50700,4.0,12,1,10.0,6,8,0,7,3,3,22,8.455582287308056
2095,3.0,1.0,3.0,36,No,Travel_Rarely,Sales,3,2,Marketing,Male,4,Healthcare Representative,Divorced,178610,2.0,18,0,17.0,2,7,7,7,2,3,32,8.00474648229
2096,1.0,4.0,3.0,33,No,Travel_Rarely,Sales,26,2,Marketing,Male,1,Research Scientist,Married,42300,0.0,12,0,15.0,0,14,4,10,3,3,21,6.086629629629444
2097,2.0,2.0,4.0,40,No,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Research Scientist,Divorced,37800,7.0,12,0,7.0,2,5,1,3,1,3,29,7.34032447318
2098,3.0,4.0,3.0,25,No,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Laboratory Technician,Single,27680,0.0,22,1,5.0,0,4,1,1,3,4,29,8.001937260536389
2099,4.0,2.0,3.0,30,No,Travel_Rarely,Sales,9,3,Marketing,Female,1,Research Scientist,Married,90710,0.0,19,1,12.0,2,11,5,7,2,3,22,9.193778475127777
2100,1.0,1.0,3.0,42,No,Travel_Frequently,Human Resources,8,2,Medical,Male,1,Sales Executive,Married,106480,3.0,13,1,20.0,1,1,0,0,3,3,29,9.488813457854166
2101,3.0,4.0,2.0,35,No,Non-Travel,Research & Development,1,1,Life Sciences,Male,2,Sales Executive,Married,136100,4.0,22,2,16.0,4,13,4,12,2,4,19,9.79155762167111
2102,1.0,1.0,2.0,27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Manufacturing Director,Married,34080,1.0,24,0,9.0,2,9,6,8,3,4,27,9.20765075973389
2103,4.0,3.0,1.0,54,No,Travel_Frequently,Research & Development,9,2,Medical,Male,2,Sales Representative,Divorced,29830,7.0,14,1,33.0,2,5,1,4,2,3,26,6.369145390070834
2104,1.0,4.0,3.0,44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,Male,5,Laboratory Technician,Married,76320,1.0,21,0,10.0,3,10,7,7,3,4,19,5.984183884297501
2105,1.0,2.0,4.0,19,Yes,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,0,3,3,23,8.402396125116667
2106,1.0,4.0,3.0,29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,1,Manufacturing Director,Divorced,99500,1.0,20,0,3.0,3,3,1,2,3,4,23,7.395566059757223
2107,4.0,4.0,3.0,54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,Sales Executive,Married,20930,3.0,19,0,36.0,2,10,0,9,3,3,29,7.695237068965278
2108,3.0,1.0,2.0,31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,Male,2,Laboratory Technician,Married,99800,1.0,12,0,6.0,1,6,0,1,3,3,17,8.594112021857777
2109,3.0,1.0,3.0,31,No,Travel_Rarely,Sales,24,1,Marketing,Female,1,Sales Executive,Single,38940,1.0,12,0,10.0,3,10,1,8,4,3,23,7.3013235294116665
2110,3.0,4.0,3.0,59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,Male,1,Research Scientist,Single,40510,5.0,16,3,13.0,3,6,0,5,3,3,19,7.442859274563611
2111,3.0,4.0,3.0,43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,3,Laboratory Technician,Married,168350,3.0,17,1,25.0,3,8,0,7,3,3,25,6.608296845574166
2112,1.0,3.0,4.0,49,No,Travel_Rarely,Sales,14,4,Life Sciences,Male,2,Research Scientist,Married,62300,2.0,14,0,23.0,2,1,0,0,2,3,29,6.6885320881225
2113,3.0,2.0,2.0,36,No,Travel_Frequently,Sales,5,2,Marketing,Female,1,Laboratory Technician,Married,47170,1.0,19,1,12.0,3,11,0,7,3,3,24,6.095977496483612
2114,4.0,2.0,2.0,48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,2,Laboratory Technician,Single,132370,5.0,13,1,7.0,2,1,0,0,4,3,33,6.110347222222222
2115,1.0,3.0,3.0,27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,2,Laboratory Technician,Divorced,37550,1.0,19,0,5.0,2,5,0,3,3,3,20,8.001521438450833
2116,3.0,4.0,3.0,29,No,Travel_Rarely,Sales,17,4,Medical,Male,1,Laboratory Technician,Divorced,65820,1.0,19,1,6.0,3,6,1,0,3,3,24,8.799048288795
2117,4.0,4.0,4.0,48,No,Travel_Rarely,Sales,1,1,Marketing,Male,2,Manufacturing Director,Single,74060,6.0,14,2,25.0,2,1,0,0,3,3,29,6.189026580459722
2118,4.0,4.0,2.0,29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,2,Healthcare Representative,Divorced,48050,3.0,16,1,9.0,2,7,1,7,3,3,19,6.878174931129444
2119,3.0,3.0,2.0,34,No,Travel_Rarely,Sales,9,4,Medical,Female,2,Laboratory Technician,Married,27410,0.0,15,1,2.0,3,1,0,0,3,3,21,6.000829861111111
2120,2.0,2.0,3.0,44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,1,Laboratory Technician,Married,42620,7.0,18,0,26.0,2,22,3,10,3,3,31,6.994620772946666
2121,4.0,3.0,3.0,33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Research Scientist,Divorced,161840,0.0,13,1,10.0,2,9,0,8,4,3,14,11.025822087269443
2122,2.0,4.0,3.0,19,No,Travel_Rarely,Sales,2,4,Marketing,Male,3,Laboratory Technician,Single,115570,1.0,22,0,1.0,0,1,0,1,3,4,20,10.81161710465639
2123,4.0,3.0,3.0,23,No,Travel_Rarely,Sales,2,3,Medical,Male,3,Laboratory Technician,Married,18780,1.0,13,1,1.0,2,1,0,1,3,3,26,7.476028368794166
2124,3.0,4.0,3.0,25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,0,3,3,33,9.166382797270833
2125,3.0,4.0,2.0,26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,Male,2,Research Scientist,Single,68110,1.0,11,1,8.0,4,8,2,2,3,3,27,8.707262583095833
2126,1.0,2.0,3.0,45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,11,3,3,16,9.911379818593888
2127,4.0,2.0,3.0,55,No,Non-Travel,Research & Development,27,3,Life Sciences,Female,2,Manager,Divorced,48590,1.0,24,1,34.0,3,33,15,0,4,4,28,9.584091559370277
2128,1.0,3.0,1.0,21,Yes,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2,3,3,22,7.61390051139
2129,4.0,2.0,3.0,46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manufacturing Director,Married,23400,2.0,13,1,26.0,2,11,0,8,1,3,29,6.879879070881111
2130,3.0,1.0,3.0,34,No,Travel_Rarely,Sales,13,4,Medical,Male,3,Sales Representative,Single,74910,0.0,14,1,4.0,3,3,0,2,2,3,24,8.909026019690556
2131,4.0,2.0,2.0,51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,Male,2,Research Director,Divorced,105270,4.0,14,0,31.0,3,29,11,10,3,3,28,11.006115879828055
2132,4.0,4.0,2.0,59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,2,Research Scientist,Single,165950,6.0,21,1,25.0,2,9,5,4,3,4,18,6.608805441243611
2133,3.0,2.0,4.0,34,No,Travel_Frequently,Sales,14,4,Medical,Female,3,Research Scientist,Divorced,88340,4.0,13,1,15.0,1,11,5,10,3,3,33,6.784572368420833
2134,4.0,3.0,2.0,28,No,Travel_Frequently,Research & Development,2,3,Other,Female,1,Manager,Single,55770,0.0,19,0,5.0,3,4,0,2,3,3,18,10.420616140831944
2135,3.0,1.0,2.0,44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,2,Research Scientist,Divorced,47070,1.0,17,0,26.0,4,25,14,13,1,3,33,7.802089424951111
2136,3.0,2.0,4.0,34,No,Travel_Frequently,Sales,1,3,Life Sciences,Male,2,Sales Executive,Married,24000,4.0,18,1,14.0,3,10,1,8,3,3,29,7.470801005746945
2137,3.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,4,Healthcare Representative,Married,98240,0.0,19,0,4.0,2,3,2,2,3,3,16,10.503479591836665
2138,2.0,2.0,3.0,42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,1,Manager,Married,64470,6.0,13,0,18.0,3,1,0,0,3,3,16,9.416206349206112
2139,4.0,4.0,4.0,43,No,Travel_Rarely,Research & Development,7,2,Medical,Female,1,Laboratory Technician,Single,195020,3.0,18,2,23.0,3,21,15,17,4,3,32,6.409671276079444
2140,3.0,2.0,3.0,36,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Healthcare Representative,Single,27250,9.0,21,1,18.0,4,16,5,12,2,4,19,10.60779499540861
2141,1.0,4.0,3.0,44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,5,3,3,33,6.012525584795278
2142,4.0,4.0,3.0,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,Female,2,Sales Representative,Married,21270,1.0,14,0,2.0,3,2,2,2,3,3,29,9.679196599616667
2143,2.0,3.0,,51,No,Travel_Frequently,Sales,21,4,Medical,Male,2,Research Scientist,Single,182000,0.0,17,0,8.0,3,7,7,7,3,3,25,7.0172857815441665
2144,3.0,3.0,3.0,30,No,Non-Travel,Research & Development,2,4,Other,Male,1,Research Scientist,Single,20960,7.0,11,3,10.0,2,8,1,7,3,3,25,9.49751412429361
2145,2.0,3.0,3.0,29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,7,3,3,27,8.3906244064575
2146,4.0,1.0,2.0,28,No,Travel_Rarely,Sales,1,4,Life Sciences,Female,2,Sales Representative,Single,20330,2.0,15,1,5.0,5,3,1,2,3,3,35,6.765892330383334
2147,4.0,2.0,2.0,25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,1,Research Scientist,Single,36220,1.0,25,0,2.0,0,2,2,1,3,4,23,7.982099673202501
2148,3.0,4.0,4.0,32,No,Travel_Rarely,Research & Development,10,4,Other,Female,1,Sales Executive,Married,42330,1.0,11,0,10.0,5,10,0,8,3,3,27,6.819500237416666
2149,,2.0,3.0,45,No,Travel_Frequently,Research & Development,19,3,Medical,Male,3,Laboratory Technician,Single,36810,3.0,17,1,22.0,2,0,0,0,3,3,24,5.978748241912778
2150,3.0,2.0,3.0,39,No,Travel_Rarely,Sales,29,1,Marketing,Female,1,Laboratory Technician,Divorced,54600,6.0,13,2,21.0,3,19,15,2,3,3,25,8.400860404896388
2151,1.0,3.0,3.0,58,No,Travel_Rarely,Research & Development,27,3,Other,Male,2,Laboratory Technician,Divorced,21870,1.0,18,1,2.0,1,2,2,2,1,3,31,5.993010869565
2152,4.0,3.0,3.0,32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,1,3,3,25,6.479733992466944
2153,3.0,1.0,3.0,39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,3,2,4,30,7.703856421356389
